#name_w_spin,metal,Oxidation,alpha_d_1,alpha_d_2,alpha_d_3,alpha_d_4,alpha_d_5,npa_metal,npa_c_1,npa_c_2,npa_c_3,npa_c_4,npa_c_5,npa_c_6,ap_1,ap_2,ap_3,ap_4,ap_5
mn_2_misc_misc_misc_misc_misc_water,mn,2,-0.50718,-0.50447,-0.50263,-0.39204,-0.36127,0.09437,0.35930,0.32474,0.32444,0.33699,0.33670,-0.83533,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_misc_misc_misc_misc_phosphine_phosphine,mn,2,-0.52242,-0.5218,-0.51603,-0.39297,-0.3708,-0.14515,0.31955,0.32483,0.31921,0.32537,0.14313,0.14183,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_misc_misc_misc_misc_water_water,mn,2,-0.53476,-0.53085,-0.52355,-0.48229,-0.45574,0.91190,-0.89903,-0.89905,0.23495,0.23491,0.22446,0.22441,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_misc_misc_water_water_water_water,mn,2,-0.55838,-0.55768,-0.55439,-0.51145,-0.49798,1.11952,-0.92136,-0.91787,-0.91482,-0.91562,0.19397,0.18902,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_phosphine_phosphine_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide,mn,2,-0.62465,-0.6129,-0.61035,-0.60949,-0.51434,0.74882,-0.24569,-0.24926,-0.25072,-0.06131,-0.06003,-0.25627,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_phosphine_phosphine_phosphine_phosphine_chloride_chloride,mn,2,-0.29987,-0.29936,-0.29258,-0.23087,-0.18744,0.71875,-0.57750,-0.58004,0.01167,0.00970,0.00668,0.00878,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_phosphine_phosphine_phosphine_phosphine_phosphine_chloride,mn,2,-0.4458,-0.4457,-0.44096,-0.36039,-0.33771,0.66189,-0.50503,-0.02527,-0.02358,-0.02720,-0.02769,-0.02682,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_phosphine_phosphine_water_water_water_water,mn,2,-0.60167,-0.59662,-0.59098,-0.59018,-0.58466,1.13571,-0.93024,-0.92657,-0.92502,-0.92569,0.52300,-0.08175,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_water_water_water_water_acetonitrile_acetonitrile,mn,2,-0.55391,-0.54707,-0.54536,-0.50787,-0.50281,1.27580,-0.91655,-0.92057,-0.91554,-0.54095,-0.91766,-0.54102,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_water_water_water_water_ammonia_ammonia,mn,2,-0.58334,-0.57675,-0.56854,-0.54369,-0.51248,1.30125,-0.93139,-1.10502,-1.10422,-0.92936,-0.93038,-0.93731,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_water_water_water_water_carbonyl_carbonyl,mn,2,-0.63593,-0.61388,-0.60941,-0.58697,-0.57236,1.18915,-0.93483,-0.93480,-0.93782,-0.93782,0.47354,0.47349,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_water_water_water_water_chloride_chloride,mn,2,-0.2893,-0.28807,-0.27415,-0.2274,-0.19347,0.99531,-0.90398,-0.90397,-0.90237,-0.90235,-0.64704,-0.64705,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_water_water_water_water_hydrogensulfide_hydrogensulfide,mn,2,-0.61229,-0.59436,-0.5918,-0.5894,-0.55075,1.19737,-0.93199,-0.93194,-0.93647,-0.93653,-0.29204,-0.29240,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_water_water_water_water_misc_misc,mn,2,-0.56135,-0.5549,-0.54889,-0.51622,-0.49466,1.12951,-0.91381,-0.91329,-0.91916,-0.91922,0.19092,0.19119,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_water_water_water_water_phosphine_phosphine,mn,2,-0.6262,-0.60041,-0.586,-0.58108,-0.54706,1.16851,-0.92811,-0.92965,-0.92949,-0.93014,0.52171,-0.09247,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_water_water_water_water_water_carbonyl,mn,2,-0.60489,-0.59865,-0.59622,-0.56459,-0.55648,1.26579,-0.93364,-0.93703,-0.93395,-0.93676,-0.93681,0.46487,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_water_water_water_water_water_misc,mn,2,-0.57043,-0.56801,-0.56651,-0.52947,-0.51614,1.23401,-0.92929,-0.92338,-0.92710,-0.92341,-0.92672,0.16649,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_water_water_water_water_water_water,mn,2,-0.58371,-0.5823,-0.58036,-0.54435,-0.54302,1.34083,-0.93969,-0.93972,-0.93572,-0.93576,-0.93602,-0.93614,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile,mn,3,-0.70034,-0.69334,-0.6933,-0.64187,-0.53641,1.06207,-0.44140,-0.44132,-0.44148,-0.44140,-0.49445,-0.49435,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_ammonia,mn,3,-0.69987,-0.69673,-0.68719,-0.65138,-0.54824,1.09690,-0.44987,-0.91324,-0.49725,-0.49745,-0.51248,-0.51517,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_carbonyl,mn,3,-0.71816,-0.71132,-0.71132,-0.67577,-0.55698,1.03520,-0.46133,-0.46128,-0.46106,-0.46095,-0.50750,0.49999,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_chloride,mn,3,-0.56892,-0.56408,-0.55969,-0.5041,-0.39784,0.92927,-0.42962,-0.45160,-0.45138,-0.45857,-0.45855,-0.11972,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_cyanide,mn,3,-0.57177,-0.57174,-0.56566,-0.50833,-0.38554,0.91383,0.08694,-0.43892,-0.45365,-0.45365,-0.45348,-0.45346,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_fluoride,mn,3,-0.56449,-0.55673,-0.5567,-0.51024,-0.38228,1.13677,-0.29626,-0.44298,-0.46071,-0.46079,-0.46034,-0.46037,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_misc,mn,3,-0.69489,-0.69105,-0.68791,-0.63662,-0.5303,0.92513,-0.43937,0.40434,-0.46082,-0.46098,-0.49198,-0.49188,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_phosphine,mn,3,-0.69007,-0.68692,-0.68631,-0.63735,-0.54607,0.93720,-0.45973,-0.50100,-0.50389,-0.50994,-0.50547,0.31926,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_water,mn,3,-0.71234,-0.70671,-0.70477,-0.66379,-0.55085,1.10764,-0.44995,-0.45089,-0.46365,-0.46431,-0.88095,-0.50260,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_ammonia_ammonia,mn,3,-0.70855,-0.70763,-0.70608,-0.66282,-0.55792,1.11994,-0.93771,-0.93761,-0.52783,-0.52795,-0.52935,-0.52932,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_carbonyl_carbonyl,mn,3,-0.73684,-0.73102,-0.73102,-0.70757,-0.57614,0.94679,-0.47891,-0.47890,-0.47897,-0.47899,0.53766,0.53758,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_chloride_chloride,mn,3,-0.44493,-0.44383,-0.4285,-0.36871,-0.24968,0.81258,-0.41033,-0.41040,-0.41208,-0.41213,-0.28504,-0.28582,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_cyanide_cyanide,mn,3,-0.4596,-0.44622,-0.3943,-0.3861,-0.23828,0.72548,0.03151,0.03135,-0.40401,-0.40403,-0.40410,-0.40408,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_fluoride_fluoride,mn,3,-0.42626,-0.37487,-0.37483,-0.37041,-0.2066,1.17732,-0.42700,-0.42724,-0.41742,-0.41731,-0.41734,-0.41744,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_hydrogensulfide_hydrogensulfide,mn,3,-0.72246,-0.71709,-0.70626,-0.61714,-0.55447,0.93903,-0.47506,-0.47547,-0.47511,-0.47476,-0.16215,-0.16247,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_misc_misc,mn,3,-0.68338,-0.68337,-0.68161,-0.63237,-0.52611,0.77767,0.39964,0.39966,-0.47884,-0.47884,-0.47895,-0.47894,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_phosphine_phosphine,mn,3,-0.69508,-0.69432,-0.6898,-0.63822,-0.55514,0.81981,-0.51736,-0.51741,-0.51837,-0.51840,0.23572,0.23549,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_water_water,mn,3,-0.72561,-0.72156,-0.71637,-0.69085,-0.56587,1.15683,-0.46334,-0.46346,-0.48319,-0.48326,-0.88478,-0.88480,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_acetonitrile_acetonitrile_ammonia_ammonia_ammonia_ammonia,mn,3,-0.79775,-0.79442,-0.78115,-0.67835,-0.58976,1.16852,-0.54566,-0.97661,-0.97516,-1.00395,-0.57460,-1.06419,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_acetonitrile_acetonitrile_water_water_water_water,mn,3,-0.80305,-0.79302,-0.77095,-0.73445,-0.62424,1.27887,-0.50829,-0.51801,-0.82857,-0.85078,-0.90611,-0.90618,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_ammonia_ammonia_ammonia_ammonia_acetonitrile_acetonitrile,mn,3,-0.79473,-0.79472,-0.72358,-0.68963,-0.58737,1.17368,-0.99524,-0.99529,-0.99501,-0.99495,-0.58296,-0.58309,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_ammonia_ammonia_ammonia_ammonia_ammonia_acetonitrile,mn,3,-0.82202,-0.81228,-0.81082,-0.69629,-0.60757,1.19307,-1.00419,-1.00389,-1.00126,-1.00548,-0.59765,-1.07958,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_ammonia_ammonia_ammonia_ammonia_ammonia_ammonia,mn,3,-0.85565,-0.84957,-0.8344,-0.83376,-0.62785,1.20727,-1.01115,-1.01177,-1.01075,-1.01345,-1.08606,-1.08802,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_ammonia_ammonia_ammonia_ammonia_ammonia_carbonyl,mn,3,-0.86856,-0.86178,-0.85645,-0.7447,-0.64376,1.18292,-1.01398,-1.01599,-1.02153,-1.01921,-1.08202,0.46160,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_ammonia_ammonia_ammonia_ammonia_ammonia_chloride,mn,3,-0.6687,-0.6592,-0.64252,-0.53614,-0.44681,1.01491,-1.00724,-1.02108,-1.02842,-0.23154,-1.06472,-1.06531,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_ammonia_ammonia_ammonia_ammonia_ammonia_cyanide,mn,3,-0.67566,-0.66709,-0.64713,-0.5414,-0.43761,1.01221,-0.04359,-1.02261,-1.02225,-1.02649,-1.05362,-1.05342,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_ammonia_ammonia_ammonia_ammonia_ammonia_fluoride,mn,3,-0.70628,-0.70495,-0.64493,-0.53773,-0.4309,1.20388,-0.37440,-1.01516,-1.05406,-1.05027,-1.05402,-1.05328,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_ammonia_ammonia_ammonia_ammonia_ammonia_hydrogensulfide,mn,3,-0.85333,-0.84404,-0.83861,-0.73771,-0.62876,1.15857,-1.01160,-1.01540,-1.01883,-1.01698,-1.08251,0.46111,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_ammonia_ammonia_ammonia_ammonia_ammonia_misc,mn,3,-0.83052,-0.81063,-0.81005,-0.68409,-0.60237,1.05429,0.25924,-1.00318,-0.99703,-0.99809,-1.07265,-1.07527,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_ammonia_ammonia_ammonia_ammonia_ammonia_phosphine,mn,3,-0.83041,-0.81498,-0.81248,-0.69137,-0.6223,1.06894,-1.01647,-1.01444,-1.02625,-1.08463,-1.08601,0.12910,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_ammonia_ammonia_ammonia_ammonia_ammonia_water,mn,3,-0.89756,-0.85768,-0.84724,-0.84664,-0.63262,1.23875,-1.00910,-1.01034,-1.01990,-1.02039,-1.08418,-0.93923,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_ammonia_ammonia_ammonia_ammonia_carbonyl_carbonyl,mn,3,-0.88928,-0.88026,-0.88025,-0.78567,-0.66145,1.10807,-1.01962,-1.01969,-1.01921,-1.01923,0.46697,0.46668,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_ammonia_ammonia_ammonia_ammonia_chloride_chloride,mn,3,-0.49518,-0.47027,-0.39377,-0.37027,-0.27746,0.87155,-1.00786,-1.00784,-0.35379,-0.35386,-1.03734,-1.03732,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_ammonia_ammonia_ammonia_ammonia_cyanide_cyanide,mn,3,-0.48645,-0.43509,-0.43504,-0.38697,-0.2703,0.79754,-0.05086,-0.05117,-1.01004,-1.01001,-1.01076,-1.01077,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_ammonia_ammonia_ammonia_ammonia_fluoride_fluoride,mn,3,-0.45665,-0.40557,-0.40539,-0.36133,-0.22627,1.20019,-0.46863,-0.46859,-1.03500,-1.03498,-1.03584,-1.03587,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_ammonia_ammonia_ammonia_ammonia_hydrogensulfide_hydrogensulfide,mn,3,-0.84443,-0.84276,-0.84113,-0.76735,-0.62673,1.08149,-1.01772,-1.01935,-1.02101,-1.02027,0.45683,0.46138,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_ammonia_ammonia_ammonia_ammonia_misc_misc,mn,3,-0.79577,-0.76708,-0.74298,-0.6305,-0.56289,0.74621,0.31364,0.31348,-1.01304,-1.01303,-1.02129,-1.02120,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_ammonia_ammonia_ammonia_ammonia_phosphine_phosphine,mn,3,-0.80805,-0.80396,-0.80179,-0.80022,-0.61959,0.96250,-1.01473,-1.01144,-1.08283,-1.08086,0.44853,0.44865,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_ammonia_ammonia_ammonia_ammonia_water_water,mn,3,-0.86583,-0.85603,-0.8544,-0.76389,-0.63883,1.27936,-1.01462,-1.01464,-1.01756,-1.01797,-0.93175,-0.93206,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_carbonyl_carbonyl_carbonyl_carbonyl_acetonitrile_acetonitrile,mn,3,-0.84471,-0.84377,-0.77179,-0.70643,-0.65624,0.18757,-0.55421,-0.55428,0.70168,0.70174,0.70168,0.70174,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_acetonitrile,mn,3,-0.9259,-0.92464,-0.90237,-0.76188,-0.68914,0.04823,-0.45388,0.63674,0.63663,0.63671,0.63652,0.70198,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl,mn,3,-0.98016,-0.96619,-0.95944,-0.81517,-0.75727,-0.07698,0.70441,0.70427,0.66282,0.66294,0.59795,0.59800,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_chloride,mn,3,-0.76753,-0.75135,-0.75133,-0.57774,-0.52688,-0.39025,0.69945,0.69946,0.69899,0.69900,0.60578,0.10467,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_cyanide,mn,3,-0.77004,-0.76986,-0.75104,-0.61033,-0.51183,-0.27891,0.10710,0.65592,0.65571,0.65559,0.65545,0.69415,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_fluoride,mn,3,-0.76376,-0.72342,-0.72337,-0.62175,-0.53335,0.09932,-0.16849,0.63561,0.63560,0.63545,0.63548,0.64707,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_misc,mn,3,-0.92902,-0.90273,-0.90272,-0.74181,-0.69502,-0.15859,0.25327,0.70165,0.70164,0.70173,0.70171,0.58856,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_carbonyl_carbonyl_carbonyl_carbonyl_chloride_chloride,mn,3,-0.58608,-0.57127,-0.57127,-0.37829,-0.34062,-0.36042,0.70938,0.70938,0.70938,0.70938,-0.15938,-0.15963,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_carbonyl_carbonyl_carbonyl_carbonyl_cyanide_cyanide,mn,3,-0.59559,-0.57333,-0.50194,-0.43079,-0.30479,-0.37937,0.06810,0.06810,0.69272,0.69238,0.69249,0.69216,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_carbonyl_carbonyl_carbonyl_carbonyl_fluoride_fluoride,mn,3,-0.63066,-0.63066,-0.56606,-0.42686,-0.30589,0.23796,-0.32828,-0.32829,0.65668,0.65664,0.65661,0.65659,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_carbonyl_carbonyl_carbonyl_carbonyl_misc_misc,mn,3,-0.87098,-0.87033,-0.85734,-0.71642,-0.62243,-0.15379,0.36999,0.36999,0.65214,0.65202,0.65211,0.65200,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_carbonyl_carbonyl_carbonyl_carbonyl_water_water,mn,3,-0.95359,-0.94302,-0.9426,-0.80266,-0.72837,0.38546,-0.85522,-0.85516,0.66031,0.66104,0.66060,0.65975,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_carbonyl_carbonyl_water_water_water_water,mn,3,-0.93391,-0.90899,-0.86964,-0.82244,-0.72749,1.13038,-0.82886,-0.84687,-0.84595,-0.91382,0.60851,0.47767,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_chloride_chloride_ammonia_ammonia_ammonia_ammonia,mn,3,-0.48405,-0.45945,-0.3988,-0.37074,-0.27889,0.87469,-1.00341,-1.01268,-0.33977,-0.33886,-1.06212,-1.06370,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_chloride_chloride_chloride_chloride_ammonia_ammonia,mn,3,-0.09684,-0.08683,-0.08623,-0.05306,0.02272,0.77414,-1.02483,-1.02469,-0.50352,-0.50172,-0.50709,-0.51148,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_chloride_chloride_chloride_chloride_carbonyl_carbonyl,mn,3,-0.12415,-0.12022,-0.11089,-0.11089,0.00508,0.58787,-0.44058,-0.44058,-0.44058,-0.44058,0.56135,0.56135,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_chloride_chloride_chloride_chloride_chloride_cyanide,mn,3,0.18337,0.22196,0.28965,0.47166,0.47533,0.82224,0.07758,-0.58155,-0.61971,-0.62001,-0.73208,-0.73214,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_chloride_chloride_chloride_chloride_chloride_fluoride,mn,3,0.20487,0.23186,0.30543,0.56704,0.64399,1.04994,-0.49994,-0.59427,-0.73560,-0.73865,-0.73932,-0.74216,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_chloride_chloride_chloride_chloride_chloride_misc,mn,3,0.05016,0.05086,0.05973,0.09111,0.14995,0.79287,-0.53171,-0.53596,-0.54010,-0.54294,-0.66317,0.36006,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_chloride_chloride_chloride_chloride_cyanide_cyanide,mn,3,0.17734,0.18533,0.21084,0.28846,0.47743,0.74958,0.06496,0.06467,-0.65951,-0.65952,-0.65962,-0.65962,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_chloride_chloride_chloride_chloride_fluoride_fluoride,mn,3,0.21377,0.22128,0.23811,0.33704,0.6168,1.17426,-0.54067,-0.54107,-0.77231,-0.77263,-0.77370,-0.77388,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_chloride_chloride_chloride_chloride_hydrogensulfide_hydrogensulfide,mn,3,-0.12153,-0.10998,-0.10877,-0.10628,0.00545,0.69739,-0.43201,-0.45638,-0.46053,-0.48354,-0.28917,-0.29155,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_chloride_chloride_chloride_chloride_misc_misc,mn,3,-0.08722,-0.077,-0.0768,-0.06089,0.03434,0.60106,-0.46687,-0.46706,-0.46708,-0.46708,0.36909,0.36905,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_chloride_chloride_chloride_chloride_phosphine_phosphine,mn,3,-0.11168,-0.10166,-0.1013,-0.09428,0.01423,0.61616,-0.45142,-0.45168,-0.45240,-0.45272,0.08298,0.08275,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_chloride_chloride_chloride_chloride_water_water,mn,3,-0.12503,-0.11584,-0.11326,-0.10745,-0.00121,0.77406,-0.41739,-0.47224,-0.47576,-0.88789,-0.53011,-0.88789,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_chloride_chloride_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide,mn,3,-0.48921,-0.45301,-0.41787,-0.39045,-0.31639,0.55968,-0.26800,-0.26806,-0.13977,-0.14600,-0.23627,-0.25001,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_chloride_chloride_water_water_water_water,mn,3,-0.51187,-0.50184,-0.49751,-0.4177,-0.31194,0.92676,-0.85291,-0.85294,-0.28992,-0.29200,-0.89448,-0.90002,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_cyanide_cyanide_ammonia_ammonia_ammonia_ammonia,mn,3,-0.49919,-0.43727,-0.43519,-0.38341,-0.25843,0.81551,-0.02642,-0.02365,-1.00497,-1.01236,-1.05348,-1.05180,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_cyanide_cyanide_cyanide_cyanide_ammonia_ammonia,mn,3,-0.15628,-0.15439,-0.15434,-0.0875,0.05617,0.44118,0.03433,0.03190,0.03605,0.03382,-1.00141,-1.00153,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_cyanide_cyanide_cyanide_cyanide_carbonyl_carbonyl,mn,3,-0.18067,-0.17992,-0.17988,-0.04874,0.0476,-0.38705,0.70976,0.70976,0.10950,0.10950,0.10949,0.10950,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_cyanide_cyanide_cyanide_cyanide_chloride_chloride,mn,3,0.10124,0.18822,0.19809,0.30985,0.41639,0.52832,0.08347,0.08347,0.08346,0.08346,-0.75143,-0.75547,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_cyanide_cyanide_cyanide_cyanide_cyanide_cyanide,mn,3,0.12567,0.1257,0.13957,0.28326,0.34231,-0.04140,0.18290,0.18290,0.09091,0.09079,0.09088,0.09075,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_cyanide_cyanide_cyanide_cyanide_misc_misc,mn,3,-0.13699,-0.13695,-0.12393,0.02919,0.06636,-0.23284,0.57564,0.57560,0.05719,0.05725,0.05719,0.05727,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_cyanide_cyanide_water_water_water_water,mn,3,-0.52275,-0.51506,-0.47688,-0.4345,-0.29119,0.92867,-0.03492,-0.03929,-0.85283,-0.85346,-0.89235,-0.89775,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
